487455.39 113399.45
487455.33 113399.95
487455.27 113400.45
487455.22 113400.95
487455.16 113401.44
487455.10 113401.94
487455.05 113402.44
487454.99 113402.93
487454.93 113403.43
487454.88 113403.93
487454.82 113404.42
487454.77 113404.92
487454.71 113405.42
487454.65 113405.91
487454.60 113406.41
487454.54 113406.91
487454.48 113407.40
487454.43 113407.90
487454.37 113408.40
487454.31 113408.89
487454.26 113409.39
487454.20 113409.89
487454.14 113410.38
487454.09 113410.88
487454.03 113411.38
487453.97 113411.87
487453.92 113412.37
487453.86 113412.87
487453.80 113413.36
487453.75 113413.86
487453.69 113414.36
487453.63 113414.86
487453.58 113415.35
487453.52 113415.85
487453.46 113416.35
487453.41 113416.84
487453.35 113417.34
487453.30 113417.84
487453.24 113418.33
487453.18 113418.83
487453.13 113419.33
487453.07 113419.82
487453.01 113420.32
487452.96 113420.82
487452.90 113421.31
487452.84 113421.81
487452.79 113422.31
487452.73 113422.80
487452.67 113423.30
487452.62 113423.80
487452.56 113424.29
487452.50 113424.79
487452.45 113425.29
487452.39 113425.78
487452.33 113426.28
487452.28 113426.78
487452.22 113427.28
487452.16 113427.77
487452.11 113428.27
487452.05 113428.77
487451.99 113429.26
487451.94 113429.76
487451.88 113430.26
487451.82 113430.75
487451.77 113431.25
487451.71 113431.75
487451.66 113432.24
487451.60 113432.74
487451.54 113433.24
487451.49 113433.73
487451.43 113434.23
487451.37 113434.73
487451.32 113435.22
487451.26 113435.72
487451.20 113436.22
487451.15 113436.71
487451.09 113437.21
487451.03 113437.71
487450.98 113438.20
487450.92 113438.70
487450.86 113439.20
487450.81 113439.69
487450.75 113440.19
487450.69 113440.69
487450.64 113441.19
487450.58 113441.68
487450.52 113442.18
487450.47 113442.68
487450.41 113443.17
487450.35 113443.67
487450.30 113444.17
487450.24 113444.66
487450.19 113445.16
487450.13 113445.66
487450.07 113446.15
487450.02 113446.65
487449.96 113447.15
487449.90 113447.64
487449.85 113448.14
487449.79 113448.64
487449.73 113449.13
487449.68 113449.63
487449.62 113450.13
487449.56 113450.62
487449.51 113451.12
487449.45 113451.62
487449.39 113452.11
487449.34 113452.61
487449.28 113453.11
487449.22 113453.61
487449.17 113454.10
487449.11 113454.60
487449.05 113455.10
487449.00 113455.59
487448.94 113456.09
487448.88 113456.59
487448.83 113457.08
487448.77 113457.58
487448.71 113458.08
487448.66 113458.57
487448.60 113459.07
487448.55 113459.57
487448.49 113460.06
487448.43 113460.56
487448.38 113461.06
487448.32 113461.55
487448.26 113462.05
487448.21 113462.55
487448.15 113463.04
487448.09 113463.54
487448.04 113464.04
487447.98 113464.53
487447.92 113465.03
487447.87 113465.53
487447.81 113466.02
487447.75 113466.52
487447.70 113467.02
487447.64 113467.52
487447.58 113468.01
487447.53 113468.51
487447.47 113469.01
487447.41 113469.50
487447.36 113470.00
487447.30 113470.50
487447.24 113470.99
487447.19 113471.49
487447.13 113471.99
487447.08 113472.48
487447.02 113472.98
487446.96 113473.48
487446.91 113473.97
487446.85 113474.47
487446.79 113474.97
487446.74 113475.46
487446.68 113475.96
487446.62 113476.46
487446.57 113476.95
487446.51 113477.45
487446.45 113477.95
487446.40 113478.44
487446.34 113478.94
487446.28 113479.44
487446.23 113479.94
487446.17 113480.43
487446.11 113480.93
487446.06 113481.43
487446.00 113481.92
487445.94 113482.42
487445.89 113482.92
487445.83 113483.41
487445.77 113483.91
487445.72 113484.41
487445.66 113484.90
487445.60 113485.40
487445.55 113485.90
487445.49 113486.39
487445.44 113486.89
487445.38 113487.39
487445.32 113487.88
487445.27 113488.38
487445.21 113488.88
487445.15 113489.37
487445.10 113489.87
487445.04 113490.37
487444.98 113490.86
487444.93 113491.36
487444.87 113491.86
487444.81 113492.35
487444.76 113492.85
487444.70 113493.35
487444.64 113493.85
487444.59 113494.34
487444.53 113494.84
487444.47 113495.34
487444.42 113495.83
487444.36 113496.33
487444.30 113496.83
487444.25 113497.32
487444.19 113497.82
487444.13 113498.32
487444.08 113498.81
487444.02 113499.31
487443.97 113499.81
487443.91 113500.30
487443.85 113500.80
487443.80 113501.30
487443.74 113501.79
487443.68 113502.29
487443.63 113502.79
487443.57 113503.28
487443.51 113503.78
487443.46 113504.28
487443.40 113504.77
487443.34 113505.27
487443.29 113505.77
487443.23 113506.27
487443.17 113506.76
487443.12 113507.26
487443.06 113507.76
487443.00 113508.25
487442.95 113508.75
487442.89 113509.25
487442.83 113509.74
487442.78 113510.24
487442.72 113510.74
487442.66 113511.23
487442.61 113511.73
487442.55 113512.23
487442.49 113512.72
487442.44 113513.22
487442.38 113513.72
487442.33 113514.21
487442.27 113514.71
487442.21 113515.21
487442.16 113515.70
487442.10 113516.20
487442.04 113516.70
487441.99 113517.19
487441.93 113517.69
487441.87 113518.19
487441.82 113518.68
487441.76 113519.18
487441.70 113519.68
487441.65 113520.18
487441.59 113520.67
487441.53 113521.17
487441.48 113521.67
487441.42 113522.16
487441.36 113522.66
487441.31 113523.16
487441.25 113523.65
487441.19 113524.15
487441.14 113524.65
487441.08 113525.14
487441.02 113525.64
487440.97 113526.14
487440.91 113526.63
487440.86 113527.13
487440.80 113527.63
487440.74 113528.12
487440.69 113528.62
487440.63 113529.12
487440.57 113529.61
487440.52 113530.11
487440.46 113530.61
487440.40 113531.10
487440.35 113531.60
487440.29 113532.10
487440.23 113532.60
487440.18 113533.09
487440.12 113533.59
487440.06 113534.09
487440.01 113534.58
487439.95 113535.08
487439.89 113535.58
487439.84 113536.07
487439.78 113536.57
487439.72 113537.07
487439.67 113537.56
487439.61 113538.06
487439.55 113538.56
487439.50 113539.05
487439.44 113539.55
487439.38 113540.05
487439.33 113540.54
487439.27 113541.04
487439.22 113541.54
487439.16 113542.03
487439.10 113542.53
487439.05 113543.03
487438.99 113543.52
487438.93 113544.02
487438.88 113544.52
487438.82 113545.01
487438.76 113545.51
487438.71 113546.01
487438.65 113546.51
487438.59 113547.00
487438.54 113547.50
487438.48 113548.00
487438.42 113548.49
487438.37 113548.99
487438.31 113549.49
487438.25 113549.98
487438.20 113550.48
487438.14 113550.98
487438.08 113551.47
487438.03 113551.97
487437.97 113552.47
487437.91 113552.96
487437.86 113553.46
487437.80 113553.96
487437.75 113554.45
487437.69 113554.95
487437.63 113555.45
487437.58 113555.94
487437.52 113556.44
487437.46 113556.94
487437.41 113557.43
487437.35 113557.93
487437.29 113558.43
487437.24 113558.93
487437.18 113559.42
487437.12 113559.92
487437.07 113560.42
487437.01 113560.91
487436.73 113560.50
487436.45 113560.08
487436.17 113559.67
487435.90 113559.25
487435.62 113558.84
487435.34 113558.42
487435.06 113558.01
487434.78 113557.59
487434.50 113557.17
487434.23 113556.76
487433.95 113556.34
487433.67 113555.93
487433.39 113555.51
487433.11 113555.10
487432.83 113554.68
487432.55 113554.27
487432.28 113553.85
487432.00 113553.44
487431.72 113553.02
487431.44 113552.61
487431.16 113552.19
487430.88 113551.78
487430.61 113551.36
487430.33 113550.95
487430.05 113550.53
487429.77 113550.11
487429.49 113549.70
487429.21 113549.28
487428.93 113548.87
487428.66 113548.45
487428.38 113548.04
487428.10 113547.62
487427.82 113547.21
487427.54 113546.79
487427.26 113546.38
487426.99 113545.96
487426.71 113545.55
487426.43 113545.13
487426.15 113544.72
487425.87 113544.30
487425.59 113543.89
487425.32 113543.47
487425.04 113543.05
487424.76 113542.64
487424.48 113542.22
487424.20 113541.81
487423.92 113541.39
487423.64 113540.98
487423.37 113540.56
487423.09 113540.15
487422.81 113539.73
487422.53 113539.32
487422.25 113538.90
487421.97 113538.49
487421.70 113538.07
487421.42 113537.66
487421.14 113537.24
487420.86 113536.83
487420.58 113536.41
487420.30 113535.99
487420.02 113535.58
487419.75 113535.16
487419.47 113534.75
487419.19 113534.33
487418.91 113533.92
487418.63 113533.50
487418.35 113533.09
487418.08 113532.67
487417.80 113532.26
487417.52 113531.84
487417.24 113531.43
487416.96 113531.01
487416.68 113530.60
487416.40 113530.18
487416.13 113529.77
487415.85 113529.35
487415.57 113528.93
487415.29 113528.52
487415.01 113528.10
487414.73 113527.69
487414.46 113527.27
487414.18 113526.86
487413.90 113526.44
487413.62 113526.03
487413.34 113525.61
487413.06 113525.20
487412.78 113524.78
487412.51 113524.37
487412.23 113523.95
487411.95 113523.54
487411.67 113523.12
487411.39 113522.71
487411.11 113522.29
487410.84 113521.87
487410.56 113521.46
487410.28 113521.04
487410.00 113520.63
487409.72 113520.21
487409.44 113519.80
487409.16 113519.38
487408.89 113518.97
487408.61 113518.55
487408.33 113518.14
487408.05 113517.72
487407.77 113517.31
487407.49 113516.89
487407.22 113516.48
487406.94 113516.06
487406.66 113515.65
487406.38 113515.23
487406.10 113514.82
487405.82 113514.40
487405.55 113513.98
487405.27 113513.57
487404.99 113513.15
487404.71 113512.74
487404.43 113512.32
487404.15 113511.91
487403.87 113511.49
487403.60 113511.08
487403.32 113510.66
487403.04 113510.25
487402.76 113509.83
487402.48 113509.42
487402.20 113509.00
487401.93 113508.59
487401.65 113508.17
487401.37 113507.76
487401.09 113507.34
487400.81 113506.92
487400.53 113506.51
487400.25 113506.09
487399.98 113505.68
487399.70 113505.26
487399.42 113504.85
487399.14 113504.43
487398.86 113504.02
487398.58 113503.60
487398.31 113503.19
487398.03 113502.77
487397.75 113502.36
487397.47 113501.94
487397.19 113501.53
487396.91 113501.11
487396.63 113500.70
487396.36 113500.28
487396.08 113499.86
487395.80 113499.45
487395.52 113499.03
487395.24 113498.62
487394.96 113498.20
487394.69 113497.79
487394.41 113497.37
487394.13 113496.96
487393.85 113496.54
487393.57 113496.13
487393.29 113495.71
487393.01 113495.30
487392.74 113494.88
487392.46 113494.47
487392.18 113494.05
487391.90 113493.64
487391.62 113493.22
487391.34 113492.80
487391.07 113492.39
487390.79 113491.97
487390.51 113491.56
487390.23 113491.14
487389.95 113490.73
487389.67 113490.31
487389.39 113489.90
487389.12 113489.48
487388.84 113489.07
487388.56 113488.65
487388.28 113488.24
487388.00 113487.82
487387.72 113487.41
487387.45 113486.99
487387.17 113486.58
487386.89 113486.16
487386.61 113485.74
487386.33 113485.33
487386.05 113484.91
487385.78 113484.50
487385.50 113484.08
487385.22 113483.67
487384.94 113483.25
487384.66 113482.84
487384.38 113482.42
487384.10 113482.01
487383.83 113481.59
487383.55 113481.18
487383.27 113480.76
487382.99 113480.35
487382.71 113479.93
487382.43 113479.52
487382.16 113479.10
487381.88 113478.68
487381.60 113478.27
487381.32 113477.85
487381.04 113477.44
487380.76 113477.02
487380.48 113476.61
487380.21 113476.19
487379.93 113475.78
487379.65 113475.36
487379.37 113474.95
487379.09 113474.53
487378.81 113474.12
487378.54 113473.70
487378.26 113473.29
487377.98 113472.87
487377.70 113472.46
487377.42 113472.04
487377.14 113471.62
487376.86 113471.21
487376.59 113470.79
487376.31 113470.38
487376.03 113469.96
487375.75 113469.55
487375.47 113469.13
487375.19 113468.72
487374.92 113468.30
487374.64 113467.89
487374.36 113467.47
487374.08 113467.06
487373.80 113466.64
487373.52 113466.23
487373.24 113465.81
487372.97 113465.40
487372.69 113464.98
487372.41 113464.57
487372.13 113464.15
487371.85 113463.73
487371.57 113463.32
487371.30 113462.90
487371.02 113462.49
487370.74 113462.07
487370.46 113461.66
487370.18 113461.24
487369.90 113460.83
487369.62 113460.41
487369.35 113460.00
487369.07 113459.58
487368.79 113459.17
487368.51 113458.75
487368.23 113458.34
487367.95 113457.92
487367.68 113457.51
487367.40 113457.09
487367.12 113456.67
487366.84 113456.26
487366.56 113455.84
487366.28 113455.43
487366.01 113455.01
487365.73 113454.60
487365.45 113454.18
487365.17 113453.77
487364.89 113453.35
487364.61 113452.94
487364.33 113452.52
487364.06 113452.11
487363.78 113451.69
487363.50 113451.28
487363.22 113450.86
487362.94 113450.45
487362.66 113450.03
487362.39 113449.61
487362.11 113449.20
487361.83 113448.78
487361.55 113448.37
487361.27 113447.95
487360.99 113447.54
487360.71 113447.12
487360.44 113446.71
487360.16 113446.29
487359.88 113445.88
487359.60 113445.46
487359.32 113445.05
487359.04 113444.63
487358.77 113444.22
487358.49 113443.80
487358.21 113443.39
487357.93 113442.97
487357.65 113442.55
487357.37 113442.14
487357.09 113441.72
487356.82 113441.31
487356.54 113440.89
487356.26 113440.48
487355.98 113440.06
487355.70 113439.65
487355.42 113439.23
487355.15 113438.82
487354.87 113438.40
487354.59 113437.99
487354.31 113437.57
487354.03 113437.16
487353.75 113436.74
487353.47 113436.33
487353.20 113435.91
487352.92 113435.49
487352.64 113435.08
487352.36 113434.66
487352.08 113434.25
487351.80 113433.83
487351.53 113433.42
487351.25 113433.00
487350.97 113432.59
487350.69 113432.17
487350.41 113431.76
487350.13 113431.34
487349.85 113430.93
487349.58 113430.51
487349.30 113430.10
487349.02 113429.68
487348.74 113429.27
487348.46 113428.85
487348.18 113428.43
487347.91 113428.02
487347.63 113427.60
487347.35 113427.19
487347.07 113426.77
487346.79 113426.36
487346.51 113425.94
487346.24 113425.53
487345.96 113425.11
487345.68 113424.70
487345.40 113424.28
487345.12 113423.87
487344.84 113423.45
487344.56 113423.04
487344.29 113422.62
487344.01 113422.21
487343.73 113421.79
487343.45 113421.37
487343.17 113420.96
487342.89 113420.54
487342.62 113420.13
487342.34 113419.71
487342.06 113419.30
487341.78 113418.88
487341.50 113418.47
487341.22 113418.05
487340.94 113417.64
487340.67 113417.22
487340.39 113416.81
487340.11 113416.39
487339.83 113415.98
487339.55 113415.56
487339.27 113415.15
487339.00 113414.73
487338.72 113414.32
487338.44 113413.90
487338.16 113413.48
487337.88 113413.07
487337.60 113412.65
487337.32 113412.24
487337.05 113411.82
487336.77 113411.41
487336.49 113410.99
487336.21 113410.58
487335.93 113410.16
487335.65 113409.75
487335.38 113409.33
487335.10 113408.92
487334.82 113408.50
487334.54 113408.09
487334.26 113407.67
487333.98 113407.26
487333.70 113406.84
487333.43 113406.42
487333.15 113406.01
487332.87 113405.59
487332.59 113405.18
487332.31 113404.76
487332.03 113404.35
487331.76 113403.93
487331.48 113403.52
487331.20 113403.10
487330.92 113402.69
487330.64 113402.27
487330.36 113401.86
487330.08 113401.44
487329.81 113401.03
487329.53 113400.61
487329.25 113400.20
487328.97 113399.78
487328.69 113399.36
487328.41 113398.95
487328.14 113398.53
487327.86 113398.12
487327.58 113397.70
487327.30 113397.29
487327.02 113396.87
487326.74 113396.46
487326.47 113396.04
487326.19 113395.63
487325.91 113395.21
487325.63 113394.80
487325.35 113394.38
487325.07 113393.97
487324.79 113393.55
487324.52 113393.14
487324.24 113392.72
487323.96 113392.30
487323.68 113391.89
487323.40 113391.47
487323.12 113391.06
487322.85 113390.64
487322.57 113390.23
487322.29 113389.81
487322.01 113389.40
487321.73 113388.98
487321.45 113388.57
487321.17 113388.15
487320.90 113387.74
487320.62 113387.32
487320.34 113386.91
487320.06 113386.49
487319.78 113386.08
487319.50 113385.66
487319.23 113385.24
487318.95 113384.83
487318.67 113384.41
487318.39 113384.00
487318.11 113383.58
487317.83 113383.17
487317.55 113382.75
487317.28 113382.34
487317.00 113381.92
487316.72 113381.51
487316.44 113381.09
487316.16 113380.68
487315.88 113380.26
487315.61 113379.85
487315.33 113379.43
487315.05 113379.02
487314.77 113378.60
487314.49 113378.18
487314.21 113377.77
487313.93 113377.35
487313.66 113376.94
487313.38 113376.52
487313.10 113376.11
487312.82 113375.69
487312.54 113375.28
487312.26 113374.86
487311.99 113374.45
487311.71 113374.03
487311.43 113373.62
487311.15 113373.20
487310.87 113372.79
487310.59 113372.37
487310.31 113371.96
487310.04 113371.54
487309.76 113371.12
487309.48 113370.71
487309.20 113370.29
487308.92 113369.88
487308.64 113369.46
487308.37 113369.05
487308.09 113368.63
487307.81 113368.22
487307.53 113367.80
487307.25 113367.39
487306.97 113366.97
487306.70 113366.56
487306.42 113366.14
487306.14 113365.73
487305.86 113365.31
487305.58 113364.90
487305.30 113364.48
487305.02 113364.07
487304.75 113363.65
487304.47 113363.23
487304.19 113362.82
487303.91 113362.40
487303.63 113361.99
487303.35 113361.57
487303.08 113361.16
487302.80 113360.74
487302.52 113360.33
487302.24 113359.91
487301.96 113359.50
487301.68 113359.08
487301.40 113358.67
487301.13 113358.25
487300.85 113357.84
487300.57 113357.42
487300.29 113357.01
487300.01 113356.59
487299.73 113356.17
487299.46 113355.76
487299.18 113355.34
487298.90 113354.93
487298.62 113354.51
487298.34 113354.10
487298.06 113353.68
487297.78 113353.27
487297.51 113352.85
487297.23 113352.44
487296.95 113352.02
487296.67 113351.61
487296.39 113351.19
487296.11 113350.78
487295.84 113350.36
487295.56 113349.95
487295.28 113349.53
487295.00 113349.11
487294.72 113348.70
487294.44 113348.28
487294.16 113347.87
487293.89 113347.45
487293.61 113347.04
487293.33 113346.62
487293.05 113346.21
487292.77 113345.79
487292.49 113345.38
487292.22 113344.96
487291.94 113344.55
487291.66 113344.13
487291.38 113343.72
487291.10 113343.30
487290.82 113342.89
487290.54 113342.47
487290.27 113342.05
487289.99 113341.64
487289.71 113341.22
487289.43 113340.81
487289.15 113340.39
487288.87 113339.98
487288.60 113339.56
487288.32 113339.15
487288.04 113338.73
487287.76 113338.32
487287.48 113337.90
487287.20 113337.49
487286.93 113337.07
487286.65 113336.66
487286.37 113336.24
487286.09 113335.83
487285.81 113335.41
487285.53 113334.99
487285.25 113334.58
487284.98 113334.16
487284.70 113333.75
487284.42 113333.33
487284.14 113332.92
487283.86 113332.50
487283.58 113332.09
487283.31 113331.67
487283.03 113331.26
487282.75 113330.84
487282.47 113330.43
487282.19 113330.01
487281.91 113329.60
487281.63 113329.18
487281.36 113328.77
487281.08 113328.35
487280.80 113327.93
487280.52 113327.52
487280.24 113327.10
487279.96 113326.69
487279.69 113326.27
487279.41 113325.86
487279.13 113325.44
487278.85 113325.03
487278.57 113324.61
487278.29 113324.20
487278.01 113323.78
487277.74 113323.37
487277.46 113322.95
487277.18 113322.54
487276.90 113322.12
487276.62 113321.71
487276.34 113321.29
487276.07 113320.87
487275.79 113320.46
487275.51 113320.04
487275.23 113319.63
487274.95 113319.21
487274.67 113318.80
487274.39 113318.38
487274.12 113317.97
487273.84 113317.55
487273.56 113317.14
487273.28 113316.72
487273.00 113316.31
487272.72 113315.89
487272.45 113315.48
487272.17 113315.06
487271.89 113314.65
487271.61 113314.23
487271.33 113313.82
487271.05 113313.40
487270.77 113312.98
487270.50 113312.57
487270.22 113312.15
487269.94 113311.74
487269.66 113311.32
487269.38 113310.91
487269.10 113310.49
487268.83 113310.08
487268.55 113309.66
487268.27 113309.25
487267.99 113308.83
487267.71 113308.42
487267.43 113308.00
487267.16 113307.59
487266.88 113307.17
487266.60 113306.76
487266.32 113306.34
487266.04 113305.92
487265.76 113305.51
487265.48 113305.09
487265.21 113304.68
487264.93 113304.26
487264.65 113303.85
487264.37 113303.43
487264.09 113303.02
487263.81 113302.60
487263.54 113302.19
487263.26 113301.77
487262.98 113301.36
487262.70 113300.94
487262.42 113300.53
487262.14 113300.11
487261.86 113299.70
487261.59 113299.28
487261.31 113298.86
487261.03 113298.45
487260.75 113298.03
487260.47 113297.62
487260.19 113297.20
487259.92 113296.79
487259.64 113296.37
487259.36 113295.96
487259.08 113295.54
487258.80 113295.13
487258.52 113294.71
487258.24 113294.30
487257.97 113293.88
487257.69 113293.47
487257.41 113293.05
487257.13 113292.64
487256.85 113292.22
487256.57 113291.80
487256.30 113291.39
487256.02 113290.97
487255.74 113290.56
487255.46 113290.14
487255.18 113289.73
487254.90 113289.31
487254.62 113288.90
487254.35 113288.48
487254.07 113288.07
487253.79 113287.65
487253.51 113287.24
487253.23 113286.82
487252.95 113286.41
487252.68 113285.99
487252.40 113285.58
487252.12 113285.16
487251.84 113284.74
487251.56 113284.33
487251.28 113283.91
487251.01 113283.50
487250.73 113283.08
487250.45 113282.67
487250.17 113282.25
487250.25 113282.75
487250.33 113283.24
487250.41 113283.73
487250.49 113284.23
487250.57 113284.72
487250.64 113285.22
487250.72 113285.71
487250.80 113286.20
487250.88 113286.70
487250.96 113287.19
487251.04 113287.68
487251.12 113288.18
487251.20 113288.67
487251.28 113289.16
487251.36 113289.66
487251.44 113290.15
487251.51 113290.65
487251.59 113291.14
487251.67 113291.63
487251.75 113292.13
487251.83 113292.62
487251.91 113293.11
487251.99 113293.61
487252.07 113294.10
487252.15 113294.60
487252.23 113295.09
487252.31 113295.58
487252.38 113296.08
487252.46 113296.57
487252.54 113297.06
487252.62 113297.56
487252.70 113298.05
487252.78 113298.55
487252.86 113299.04
487252.94 113299.53
487253.02 113300.03
487253.10 113300.52
487253.18 113301.01
487253.25 113301.51
487253.33 113302.00
487253.41 113302.49
487253.49 113302.99
487253.57 113303.48
487253.65 113303.98
487253.73 113304.47
487253.81 113304.96
487253.89 113305.46
487253.97 113305.95
487254.05 113306.44
487254.12 113306.94
487254.20 113307.43
487254.28 113307.93
487254.36 113308.42
487254.44 113308.91
487254.52 113309.41
487254.60 113309.90
487254.68 113310.39
487254.76 113310.89
487254.84 113311.38
487254.92 113311.88
487254.99 113312.37
487255.07 113312.86
487255.15 113313.36
487255.23 113313.85
487255.31 113314.34
487255.39 113314.84
487255.47 113315.33
487255.55 113315.82
487255.63 113316.32
487255.71 113316.81
487255.79 113317.31
487255.86 113317.80
487255.94 113318.29
487256.02 113318.79
487256.10 113319.28
487256.18 113319.77
487256.26 113320.27
487256.34 113320.76
487256.42 113321.26
487256.50 113321.75
487256.58 113322.24
487256.66 113322.74
487256.73 113323.23
487256.81 113323.72
487256.89 113324.22
487256.97 113324.71
487257.05 113325.21
487257.13 113325.70
487257.21 113326.19
487257.29 113326.69
487257.37 113327.18
487257.45 113327.67
487257.53 113328.17
487257.60 113328.66
487257.68 113329.15
487257.76 113329.65
487257.84 113330.14
487257.92 113330.64
487258.00 113331.13
487258.08 113331.62
487258.16 113332.12
487258.24 113332.61
487258.32 113333.10
487258.40 113333.60
487258.47 113334.09
487258.55 113334.59
487258.63 113335.08
487258.71 113335.57
487258.79 113336.07
487258.87 113336.56
487258.95 113337.05
487259.03 113337.55
487259.11 113338.04
487259.19 113338.54
487259.27 113339.03
487259.34 113339.52
487259.42 113340.02
487259.50 113340.51
487259.58 113341.00
487259.66 113341.50
487259.74 113341.99
487259.82 113342.48
487259.90 113342.98
487259.98 113343.47
487260.06 113343.97
487260.14 113344.46
487260.21 113344.95
487260.29 113345.45
487260.37 113345.94
487260.45 113346.43
487260.53 113346.93
487260.61 113347.42
487260.69 113347.92
487260.77 113348.41
487260.85 113348.90
487260.93 113349.40
487261.01 113349.89
487261.08 113350.38
487261.16 113350.88
487261.24 113351.37
487261.32 113351.87
487261.40 113352.36
487261.48 113352.85
487261.56 113353.35
487261.64 113353.84
487261.72 113354.33
487261.80 113354.83
487261.88 113355.32
487261.95 113355.81
487262.03 113356.31
487262.11 113356.80
487262.19 113357.30
487262.27 113357.79
487262.35 113358.28
487262.43 113358.78
487262.51 113359.27
487262.59 113359.76
487262.67 113360.26
487262.75 113360.75
487262.82 113361.25
487262.90 113361.74
487262.98 113362.23
487263.06 113362.73
487263.14 113363.22
487263.22 113363.71
487263.30 113364.21
487263.38 113364.70
487263.46 113365.20
487263.54 113365.69
487263.62 113366.18
487263.69 113366.68
487263.77 113367.17
487263.85 113367.66
487263.93 113368.16
487264.01 113368.65
487264.09 113369.14
487264.17 113369.64
487264.25 113370.13
487264.33 113370.63
487264.41 113371.12
487264.49 113371.61
487264.56 113372.11
487264.64 113372.60
487264.72 113373.09
487264.80 113373.59
487264.88 113374.08
487264.96 113374.58
487265.04 113375.07
487265.12 113375.56
487265.20 113376.06
487265.28 113376.55
487265.36 113377.04
487265.43 113377.54
487265.51 113378.03
487265.59 113378.53
487265.67 113379.02
487265.75 113379.51
487265.83 113380.01
487265.91 113380.50
487265.99 113380.99
487266.07 113381.49
487266.15 113381.98
487266.23 113382.48
487266.31 113382.97
487266.38 113383.46
487266.46 113383.96
487266.54 113384.45
487266.62 113384.94
487266.70 113385.44
487266.78 113385.93
487266.86 113386.42
487266.94 113386.92
487267.02 113387.41
487267.10 113387.91
487267.18 113388.40
487267.25 113388.89
487267.33 113389.39
487267.41 113389.88
487267.49 113390.37
487267.57 113390.87
487267.65 113391.36
487267.73 113391.86
487267.81 113392.35
487267.89 113392.84
487267.97 113393.34
487268.05 113393.83
487268.12 113394.32
487268.20 113394.82
487268.28 113395.31
487268.36 113395.81
487268.44 113396.30
487268.52 113396.79
487268.60 113397.29
